@relation metaInstances

@attribute task_id numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute ClassEntropy numeric
@attribute EquivalentNumberOfAtts numeric
@attribute NoiseToSignalRatio numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanMutualInformation numeric
@attribute MinAttributeEntropy numeric
@attribute MinMutualInformation numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxMutualInformation numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3MutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute DecisionStumpErrRate numeric
@attribute J48ErrRate numeric
@attribute JRipErrRate numeric
@attribute kNN_3NErrRate numeric
@attribute NaiveBayesErrRate numeric
@attribute NBTreeErrRate numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute SimpleLogisticErrRate numeric
@attribute DecisionStumpAUC numeric
@attribute J48AUC numeric
@attribute JRipAUC numeric
@attribute kNN_3NAUC numeric
@attribute NaiveBayesAUC numeric
@attribute NBTreeAUC numeric
@attribute RandomTreeDepth3AUC numeric
@attribute REPTreeDepth3AUC numeric
@attribute SimpleLogisticAUC numeric
@attribute DecisionStumpKappa numeric
@attribute J48Kappa numeric
@attribute JRipKappa numeric
@attribute kNN_3NKappa numeric
@attribute NaiveBayesKappa numeric
@attribute NBTreeKappa numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute REPTreeDepth3Kappa numeric
@attribute SimpleLogisticKappa numeric

@data
3599,0.732057,0.033493,73.205742,153,26.794258,56,1,2,7,209,0,0,6,1,14.285714,0,0,85.714286,14.285714,2486.021531,2656.502062,12.78412,3.078385,4.698565,6.816274,5.691847,2.120178,11796.15311,11726.564377,21.787213,3.988794,14.875598,21.202057,6.537325,2.4199,114.514354,150.445824,12.668426,3.140017,5100.023923,5840.698163,18.249046,3.66832,0.838497,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.100478,0.062201,0.057416,0.066986,0.066986,0.047847,0.066986,0.07177,0.062201,0.873016,0.92402,0.922561,0.890931,0.971172,0.959267,0.917542,0.910306,0.963819,0.756289,0.838706,0.853641,0.827293,0.833029,0.875209,0.827293,0.818082,0.838706
3600,0.576145,0.002982,57.614545,7922,42.385455,5828,1,2,41,13750,0,0,40,1,2.439024,0,0,97.560976,2.439024,-0.850401,7.591279,916.462948,-4.557245,-12.599564,0.000012,-0.616661,-75.962778,0.629409,260.214455,6871.5,2.365844,-0.000095,0.000573,6.758214,-2.178851,0.002968,0.006918,6.987559,0.121664,0.021971,0.092173,16.097737,2.347363,0.983205,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.245018,0.137018,0.1312,0.170764,0.287273,0.240073,0.203127,0.131418,0.120509,0.779866,0.876537,0.88974,0.82491,0.846043,0.811261,0.792673,0.928767,0.952822,0.522591,0.719279,0.730808,0.650173,0.372298,0.509,0.584618,0.731453,0.752411
3601,0.697632,0.001587,69.763184,5715,30.236816,2477,1,2,13,8192,0,0,12,1,7.692308,0,0,92.307692,7.692308,135460.433724,67245.748377,77.011771,5.073066,1.884554,2.479493,0.901381,-0.791471,1328125.959839,422019.426957,313.51842,13.894459,14.719574,35.757244,3.025254,1.91762,180.269104,179.729563,20.481445,3.957665,72500.297546,106188.172838,152.631939,8.567157,0.884166,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.161133,0.100464,0.093628,0.103516,0.112671,0.102661,0.11377,0.099487,0.086426,0.770547,0.904609,0.884161,0.875366,0.949685,0.943608,0.863564,0.941388,0.96646,0.591328,0.759364,0.771727,0.752882,0.720699,0.752786,0.729463,0.760151,0.7902
3602,0.522523,0.036036,52.252252,58,47.747748,53,1,2,4,111,0,0,3,1,25,0,0,75,25,101.564565,44.652747,-0.156801,0.178113,42.099099,9.529969,-0.947881,-0.484051,184.801802,91.152302,1.166531,1.242469,42.099099,9.529969,-0.947881,-0.484051,77.792793,33.275969,-0.689054,-0.22408,184.801802,91.152302,1.166531,1.242469,0.998536,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.279279,0.27027,0.27027,0.432432,0.324324,0.297297,0.279279,0.333333,0.297297,0.688679,0.685751,0.694047,0.568152,0.716656,0.649967,0.722999,0.689655,0.750163,0.449704,0.467029,0.467029,0.134784,0.358382,0.413263,0.443474,0.343195,0.409479
3603,0.504023,0.002253,50.402317,1566,49.597683,1541,1,2,7,3107,0,0,6,1,14.285714,0,0,85.714286,14.285714,-15273134.720529,1912616.011723,1.952394,0.033449,-91638847.147731,0.198056,0.277439,-1.01959,11.885161,11475690.49229,8.406698,0.58753,-22909712.219108,1.003738,0.575475,-0.800297,8.879527,1.348166,0.746179,0.400279,10.288724,2868923.681592,2.74896,0.566429,0.999953,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.271323,0.1944,0.196331,0.202124,0.264886,0.199228,0.224332,0.20309,0.16672,0.720624,0.837168,0.833485,0.797418,0.809686,0.852322,0.775557,0.839608,0.896872,0.456613,0.611091,0.60715,0.595713,0.470712,0.601372,0.551221,0.593712,0.666386
3605,0.532258,0.129032,53.225806,33,46.774194,29,1,2,8,62,7,8,7,1,12.5,11.290323,1.612903,87.5,12.5,93.151205,285.567244,9.816669,2.296406,2.419355,1.441252,-1.346672,0.222115,283.134194,930.278942,41.312906,6.351879,2.612903,1.476414,-1.252174,0.365473,19.877586,18.206255,2.415704,1.625449,198.789984,899.158011,23.666886,4.90799,0.996995,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.225806,0.258065,0.290323,0.274194,0.354839,0.290323,0.5,0.274194,0.241935,0.690178,0.744514,0.666667,0.703762,0.791325,0.681818,0.506792,0.69906,0.760711,0.544596,0.479538,0.412013,0.445846,0.262703,0.414481,-0.006283,0.443506,0.506893
3606,0.56,0.011,56,560,44,440,1,2,11,1000,0,0,10,1,9.090909,0,0,90.909091,9.090909,-0,1,-0.70755,0.22854,-0,1,-1.258351,-0.04147,0,1,1.905337,1.414048,-0,1,-1.199545,-0.006819,0,1,-1.180431,0.021879,0,1,-0.518387,0.245763,0.989588,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.295,0.123,0.119,0.283,0.334,0.134,0.145,0.136,0.328,0.694213,0.889483,0.884093,0.714692,0.70778,0.924081,0.849594,0.916747,0.719752,0.402399,0.74998,0.75811,0.42782,0.320917,0.726887,0.703816,0.723487,0.327207
3607,0.50293,0.00293,50.292969,515,49.707031,509,1,2,3,1024,0,0,1,2,33.333333,0,0,33.333333,66.666667,134.129883,15.13884,-0.131618,0.724524,134.129883,15.13884,-0.131618,0.724524,134.129883,15.13884,-0.131618,0.724524,134.129883,15.13884,-0.131618,0.724524,134.129883,15.13884,-0.131618,0.724524,134.129883,15.13884,-0.131618,0.724524,0.999975,27.652898,50.141994,1.84938,0.036162,1.84938,0.036162,1.84938,0.036162,1.84938,0.036162,1.84938,0.036162,1.84938,0.036162,4,4,4,0,0.273438,0.259766,0.262695,0.297852,0.3125,0.269531,0.297852,0.28125,0.310547,0.708978,0.764051,0.746508,0.769329,0.764703,0.776588,0.763435,0.766779,0.779678,0.452304,0.480522,0.474393,0.404678,0.375722,0.460524,0.404665,0.437545,0.379453
3609,0.543,0.006,54.3,543,45.7,457,1,2,6,1000,0,0,5,1,16.666667,0,0,83.333333,16.666667,0,1,-1.095149,0.001942,-0,1,-1.204106,-0.0234,0,1,-0.718737,0.05201,-0,1,-1.202941,-0.020098,0,1,-1.190197,-0.006903,0,1,-0.939833,0.028405,0.994658,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.308,0.126,0.108,0.129,0.343,0.142,0.126,0.138,0.388,0.676413,0.890325,0.904397,0.871165,0.720743,0.918993,0.873928,0.904745,0.663346,0.38198,0.746298,0.78171,0.740662,0.306123,0.713785,0.746561,0.722328,0.21111
3610,0.564,0.024,56.4,141,43.6,109,1,2,6,250,0,0,5,1,16.666667,0,0,83.333333,16.666667,0,1,-0.260848,0.416454,-0,1,-1.217246,0.007198,0,1,1.551217,1.297502,-0,1,-1.102475,0.011061,0,1,-0.900654,0.015526,0,1,0.900682,1.022311,0.988149,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.26,0.18,0.192,0.14,0.284,0.2,0.168,0.232,0.336,0.704633,0.845924,0.799271,0.856106,0.720086,0.86193,0.830243,0.83021,0.737524,0.476246,0.635899,0.611223,0.714444,0.415849,0.596696,0.659113,0.534092,0.311069
3611,0.660377,0.100629,66.037736,105,33.962264,54,1,2,16,159,0,0,14,2,6.25,0,0,87.5,12.5,598.332579,77.317293,0.964341,0.657058,3.236352,0.267336,-0.848633,-0.980256,5113.836478,481.941321,5.456291,2.676151,22.431792,2.188542,0.004653,0.152438,80.722013,6.278166,0.550369,0.748318,133.952516,31.951758,1.383064,0.905177,0.924457,4.744182,10.632396,2.266703,0.194861,2.266703,0.194861,2.266703,0.194861,2.266703,0.194861,2.266703,0.194861,2.266703,0.194861,6,6,6,0,0.037736,0.037736,0.050314,0.056604,0.056604,0.037736,0.031447,0.062893,0.031447,0.929982,0.958818,0.933774,0.941182,0.9903,0.990035,0.958201,0.932804,0.994004,0.915109,0.915873,0.887831,0.870907,0.874375,0.914332,0.928935,0.8559,0.929577
3612,0.572,0.104,57.2,143,42.8,107,1,2,26,250,0,0,25,1,3.846154,0,0,96.153846,3.846154,0,1,-1.204525,0.02268,-0,1,-1.347519,-0.220013,0,1,-0.81191,0.196669,-0,1,-1.265178,-0.039246,-0,1,-1.237446,0.025648,0,1,-1.167986,0.095225,0.98499,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.324,0.172,0.172,0.424,0.408,0.168,0.292,0.116,0.404,0.638259,0.819031,0.840501,0.567022,0.659303,0.865858,0.704758,0.904255,0.598719,0.342148,0.647472,0.64326,0.134044,0.156802,0.652801,0.407121,0.763366,0.164073
3613,0.772455,0.02994,77.245509,129,22.754491,38,1,2,5,167,0,0,0,5,20,0,0,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.773707,4.027743,10.336941,2.177763,0.192094,1.878131,0.003182,2.307833,0.535671,1.965927,0.005036,2.262544,0.114763,2.304819,0.456485,5,4,4.75,0.5,0.071856,0.071856,0.071856,0.065868,0.071856,0.083832,0.101796,0.077844,0.05988,0.949408,0.949408,0.949408,0.97654,0.959608,0.972868,0.945532,0.972154,0.986434,0.816079,0.816079,0.816079,0.817704,0.816079,0.770063,0.70213,0.784559,0.832766
3614,0.711656,0.03681,71.165644,116,28.834356,47,3,2,6,163,0,0,3,3,50,0,0,50,50,82.049931,78.130447,3.506452,1.157694,4.867583,1.207605,-0.572368,-0.521081,227.380368,208.602499,10.559451,2.942647,4.867583,1.207605,-0.572368,-0.521081,13.90184,24.581237,0.532273,1.051518,227.380368,208.602499,10.559451,2.942647,0.866572,9.29089,9.38352,0.968483,0.093271,0.939166,0.001714,0.9978,0.184829,0.939166,0.001714,0.968483,0.093271,0.9978,0.184829,2,2,2,0,0.288344,0.282209,0.300613,0.288344,0.245399,0.251534,0.245399,0.282209,0.226994,0.679109,0.737986,0.601156,0.69956,0.788701,0.763298,0.701027,0.709189,0.809428,0,0.337515,0.201859,0.283818,0.416816,0.433692,0.402054,0.303548,0.397322
3615,0.526,0.012,52.6,263,47.4,237,1,2,6,500,0,0,5,1,16.666667,0,0,83.333333,16.666667,-0,1,-0.270805,0.419618,-0,1,-1.220962,-0.022652,0,1,1.709253,1.36149,-0,1,-1.21348,-0.014378,0,1,-0.676209,0.037502,0,1,0.874571,1.044673,0.998049,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.304,0.162,0.146,0.134,0.372,0.15,0.16,0.166,0.342,0.670244,0.863607,0.854462,0.864698,0.655003,0.890255,0.838315,0.866864,0.717091,0.386255,0.674647,0.707269,0.730768,0.253983,0.699249,0.678327,0.666613,0.31486
3616,0.508,0.016,50.8,254,49.2,246,1,2,8,500,0,0,7,1,12.5,0,0,87.5,12.5,23.99629,14.797873,0.475083,-0.045441,0.1548,0.886808,-1.171315,-0.909907,141.091,85.510774,4.549614,0.820603,0.787,0.988631,-1.008621,-0.305959,3.270929,1.860612,0.249878,-0.070872,12.446,6.857487,0.568735,0.45963,0.999815,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.486,0.472,0.456,0.418,0.468,0.474,0.428,0.486,0.498,0.513331,0.517012,0.545244,0.581221,0.541211,0.510307,0.57157,0.527911,0.485972,0.013671,0.049919,0.087299,0.16266,0.05785,0.045094,0.143232,0.026692,0.00202
3617,0.56,0.011,56,560,44,440,1,2,11,1000,0,0,10,1,9.090909,0,0,90.909091,9.090909,-0,1,-0.591426,0.305589,-0,1,-1.253722,-0.045449,-0,1,1.884905,1.410174,-0,1,-1.248507,0.006352,-0,1,-1.212395,0.033455,-0,1,0.163997,0.763779,0.989588,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.288,0.144,0.144,0.273,0.353,0.151,0.168,0.161,0.371,0.695032,0.877599,0.867163,0.723133,0.700954,0.904209,0.826867,0.883147,0.697589,0.414444,0.707079,0.706793,0.446158,0.275392,0.693513,0.657255,0.672098,0.24106
3618,0.503906,0.004028,50.390625,4128,49.609375,4064,1,2,33,8192,0,0,32,1,3.030303,0,0,96.969697,3.030303,0.660609,7.586924,-1.197071,-0.002687,-0.53032,0.645188,-1.226836,-0.032062,1.385738,43.747302,-1.156889,0.025767,0.001142,0.651066,-1.206062,-0.010293,0.290695,1.3469,-1.196694,-0.004818,1.377247,1.3621,-1.188159,0.004578,0.999956,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.345459,0.141479,0.121338,0.442139,0.352539,0.120972,0.22168,0.125122,0.345337,0.653503,0.881642,0.901253,0.560897,0.667226,0.93128,0.77836,0.933465,0.668558,0.309087,0.71704,0.757272,0.115733,0.294715,0.758103,0.556661,0.749777,0.309204
3619,0.536082,0.170103,53.608247,104,46.391753,90,1,2,33,194,0,0,32,1,3.030303,0,0,96.969697,3.030303,87.548436,33.35989,2.700645,1.127644,0.004004,0.00195,-0.295142,-0.128767,1401.756701,587.040705,25.447814,3.861352,0.0878,0.021075,0.402032,0.607,0.343409,0.119798,1.640642,1.055937,20.093814,4.312889,3.649382,1.610749,0.99624,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.479381,0.463918,0.479381,0.448454,0.438144,0.448454,0.458763,0.494845,0.412371,0.541667,0.563729,0.51469,0.552244,0.594124,0.603632,0.538462,0.490385,0.624038,0.060802,0.072855,0.035497,0.095013,0.127606,0.107079,0.076981,0.028381,0.169698
3620,0.54,0.06,54,54,46,46,1,2,6,100,0,0,5,1,16.666667,0,0,83.333333,16.666667,-0,1,-1.092439,0.015426,-0,1,-1.338986,-0.130641,0,1,-0.943313,0.347843,-0,1,-1.249363,-0.128617,-0,1,-1.021412,-0.052847,0,1,-0.971028,0.193606,0.995378,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.36,0.23,0.27,0.12,0.12,0.19,0.25,0.28,0.19,0.597625,0.733897,0.697866,0.879227,0.928341,0.836554,0.745974,0.70632,0.89694,0.253731,0.533279,0.45211,0.758454,0.757674,0.616935,0.494337,0.432739,0.616935
3621,0.5,0.096774,50,31,50,31,1,2,6,62,0,0,5,1,16.666667,0,0,83.333333,16.666667,88.093548,11.714103,-0.042804,-0.107773,12.322581,2.907166,-0.478102,-0.497069,115.629032,15.970988,0.322225,0.231381,49.112903,7.958615,-0.340589,-0.428274,112.129032,13.032411,0.053495,-0.005565,115.056452,14.810437,0.20683,0.161625,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.290323,0.370968,0.258065,0.306452,0.306452,0.354839,0.241935,0.403226,0.258065,0.730489,0.676379,0.780437,0.742456,0.829344,0.692508,0.758065,0.673777,0.834547,0.419355,0.258065,0.483871,0.387097,0.387097,0.290323,0.516129,0.193548,0.483871
3622,0.660377,0.100629,66.037736,105,33.962264,54,1,2,16,159,0,0,15,1,6.25,0,0,93.75,6.25,558.492797,72.242346,0.862407,0.619504,0.735849,0.267336,-0.848633,-0.980256,5113.836478,481.941321,5.456291,2.676151,10.161132,1.947883,-0.256078,0.146387,65.607547,6.097142,0.543816,0.724437,121.132075,30.718583,1.050317,0.905132,0.924457,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.037736,0.037736,0.050314,0.044025,0.050314,0.037736,0.031447,0.062893,0.018868,0.929982,0.958818,0.933774,0.95582,0.990123,0.984656,0.958201,0.932804,0.996649,0.915109,0.915873,0.887831,0.90051,0.887831,0.915109,0.928935,0.8559,0.957746
3623,0.897727,0.041667,89.772727,474,10.227273,54,1,2,22,528,264,504,19,3,4.545455,50,4.338843,86.363636,13.636364,812.104878,1053.15048,3.697144,1.537954,0.136364,0.152942,-1.581115,-1.503141,10734.181818,14247.300659,13.810426,3.818557,0.700673,0.328075,-0.383211,0.043607,1.871577,1.750721,1.908638,1.725504,22.667173,36.040113,7.920573,2.730034,0.476159,4.105736,37.993176,4.522197,0.115974,4.459432,0.114027,4.584963,0.117921,4.459432,0.114027,4.522197,0.115974,4.584963,0.117921,24,22,23,1.414214,0.102273,0.102273,0.090909,0.102273,0.276515,0.090909,0.109848,0.102273,0.085227,0.666237,0.491737,0.656646,0.752911,0.784146,0.712748,0.755763,0.491737,0.886447,0,0,0.370679,0,0.228441,0.440678,0.06383,0,0.377554
3627,0.697632,0.002686,69.763184,5715,30.236816,2477,1,2,22,8192,0,0,21,1,4.545455,0,0,95.454545,4.545455,77423.038926,38448.585309,82.63233,5.397039,1.127505,2.479493,0.901381,-0.791471,1328125.959839,422019.426957,617.621723,21.53676,7.127595,14.544784,4.343585,2.028127,19.630676,71.14134,22.803997,4.068244,986.96814,916.298734,69.559659,5.635064,0.884166,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.146362,0.086792,0.074463,0.089233,0.105225,0.087891,0.106445,0.085327,0.062988,0.821008,0.907186,0.914241,0.888363,0.957038,0.949825,0.873502,0.950579,0.97969,0.644078,0.792255,0.820835,0.785719,0.747464,0.789796,0.747517,0.795146,0.848935
3628,0.55,0.11,55,55,45,45,1,2,11,100,0,0,10,1,9.090909,0,0,90.909091,9.090909,0,1,-0.964145,0.165445,-0,1,-1.365921,-0.188769,0,1,0.687694,0.883598,0,1,-1.318704,-0.005036,0,1,-1.186489,0.110211,0,1,-0.887186,0.264437,0.992774,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.26,0.22,0.31,0.37,0.25,0.28,0.32,0.28,0.21,0.701414,0.754141,0.699596,0.619192,0.762828,0.79697,0.670707,0.742626,0.768889,0.470468,0.553753,0.37751,0.241803,0.485597,0.44334,0.345603,0.434343,0.571429
3629,0.5,0.044,50,125,50,125,1,2,11,250,0,0,10,1,9.090909,0,0,90.909091,9.090909,0,1,-1.160045,-0.015404,-0,1,-1.269927,-0.15568,0,1,-1.071948,0.124433,-0,1,-1.203391,-0.08097,0,1,-1.160849,-0.021827,0,1,-1.095638,0.063431,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.272,0.196,0.188,0.292,0.18,0.2,0.284,0.216,0.208,0.70624,0.794336,0.834816,0.708,0.908544,0.840384,0.716,0.809472,0.88544,0.456,0.608,0.624,0.416,0.64,0.6,0.432,0.568,0.584
3630,0.877778,0.008889,87.777778,395,12.222222,55,1,2,4,450,0,0,1,3,25,0,0,25,75,9.5,5.193902,-1.211414,0,9.5,5.193902,-1.211414,0,9.5,5.193902,-1.211414,0,9.5,5.193902,-1.211414,0,9.5,5.193902,-1.211414,0,9.5,5.193902,-1.211414,0,0.535715,4.556065,18.747169,2.321928,0.117583,2.321928,0.116859,2.321928,0.118307,2.321928,0.116859,2.321928,0.117583,2.321928,0.118307,5,5,5,0,0.122222,0.082222,0.088889,0.106667,0.095556,0.086667,0.102222,0.088889,0.08,0.632106,0.880783,0.765662,0.812704,0.905501,0.909367,0.79443,0.896939,0.907595,0,0.58071,0.534764,0.486814,0.386688,0.558046,0.530931,0.534764,0.573796
3631,0.865263,0.008421,86.526316,411,13.473684,64,1,2,4,475,0,0,1,3,25,0,0,25,75,10,5.483,-1.210442,0,10,5.483,-1.210442,0,10,5.483,-1.210442,0,10,5.483,-1.210442,0,10,5.483,-1.210442,0,10,5.483,-1.210442,0,0.570287,3.782336,14.399804,2.321928,0.150776,2.321928,0.150087,2.321928,0.151466,2.321928,0.150087,2.321928,0.150776,2.321928,0.151466,5,5,5,0,0.134737,0.058947,0.052632,0.071579,0.069474,0.065263,0.082105,0.056842,0.050526,0.671723,0.919727,0.926589,0.807653,0.940845,0.938089,0.819875,0.930144,0.942993,0,0.750478,0.784236,0.684693,0.664412,0.714449,0.645529,0.760946,0.799197
3632,0.524,0.102,52.4,262,47.6,238,1,2,51,500,0,0,50,1,1.960784,0,0,98.039216,1.960784,-0,1,-1.183514,-0.007365,-0,1,-1.340447,-0.13818,0,1,-0.957014,0.143357,-0,1,-1.227268,-0.065883,-0,1,-1.173144,-0.012001,0,1,-1.152019,0.044919,0.998337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.282,0.182,0.204,0.45,0.364,0.152,0.326,0.198,0.374,0.693013,0.804093,0.827587,0.54771,0.676759,0.871817,0.673728,0.843712,0.603342,0.431965,0.63523,0.589953,0.095659,0.269194,0.695063,0.347123,0.600239,0.248102
3633,0.871579,0.008421,87.157895,414,12.842105,61,1,2,4,475,0,0,1,3,25,0,0,25,75,10,5.483,-1.210442,0,10,5.483,-1.210442,0,10,5.483,-1.210442,0,10,5.483,-1.210442,0,10,5.483,-1.210442,0,10,5.483,-1.210442,0,0.553092,4.41643,17.540558,2.321928,0.125235,2.321928,0.120822,2.321928,0.129648,2.321928,0.120822,2.321928,0.125235,2.321928,0.129648,5,5,5,0,0.128421,0.056842,0.061053,0.069474,0.071579,0.065263,0.086316,0.056842,0.067368,0.671973,0.929833,0.800032,0.839273,0.914568,0.936089,0.779421,0.929694,0.908232,0,0.729036,0.708965,0.658638,0.609243,0.684182,0.594583,0.740642,0.661168
3634,0.55,0.26,55,55,45,45,1,2,26,100,0,0,25,1,3.846154,0,0,96.153846,3.846154,-0,1,-1.049996,0.111107,-0,1,-1.383189,-0.301027,0,1,0.769132,1.179782,-0,1,-1.269429,-0.015036,-0,1,-1.185943,0.060097,0,1,-1.059803,0.152654,0.992774,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.54,0.32,0.4,0.43,0.46,0.3,0.46,0.33,0.46,0.434545,0.664646,0.669495,0.570707,0.530101,0.767273,0.527273,0.665455,0.550303,-0.104294,0.353535,0.198397,0.14,0.066937,0.391481,0.055441,0.303797,0.063136
3635,0.548,0.204,54.8,137,45.2,113,1,2,51,250,0,0,50,1,1.960784,0,0,98.039216,1.960784,-0,1,-1.193672,-0.011525,-0,1,-1.338189,-0.165657,0,1,-0.751885,0.208647,-0,1,-1.259194,-0.068151,-0,1,-1.19053,-0.011238,0,1,-1.141651,0.031862,0.993342,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.244,0.136,0.144,0.38,0.312,0.188,0.368,0.136,0.336,0.728409,0.876332,0.843227,0.612202,0.758091,0.878044,0.631678,0.91383,0.731929,0.506313,0.72547,0.709321,0.226334,0.367253,0.620796,0.261732,0.725895,0.31964
3636,0.504,0.0112,50.4,315,49.6,310,1,2,7,625,0,0,6,1,14.285714,0,0,85.714286,14.285714,388.348971,99.451552,10.115868,1.416935,3.55488,3.033501,-1.198952,-0.230171,1967.88,560.660459,60.480476,6.397091,5.3568,4.227055,-1.196857,-0.068257,25.199552,7.618692,0.556453,0.583207,718.6968,150.029911,16.242823,2.486192,0.999954,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.2704,0.0048,0.0256,0.0432,0.376,0,0.0928,0.0512,0.3632,0.709693,0.998679,0.986467,0.95681,0.666636,1,0.907168,0.979411,0.712401,0.458264,0.9904,0.948807,0.913597,0.249853,1,0.814379,0.897567,0.274167
3638,0.555096,0.001837,55.509642,1209,44.490358,969,1,2,4,2178,0,0,3,1,25,0,0,75,25,45.745598,88.629653,3.045251,0.82058,7.961997,30.545583,-0.817188,-0.857086,74.359963,118.875581,10.762915,3.272944,7.961997,30.545583,-0.817188,-0.857086,54.914835,116.467797,-0.809974,0.045883,74.359963,118.875581,10.762915,3.272944,0.991223,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.456382,0.444904,0.458219,0.48393,0.453627,0.444904,0.486226,0.476125,0.448577,0.506228,0.499256,0.524228,0.51099,0.511198,0.499256,0.508054,0.506931,0.522755,-0.014836,0,0.050513,0.018232,0.008249,0,0.016099,0.004959,0.002183
3639,0.504,0.104,50.4,126,49.6,124,1,2,26,250,0,0,25,1,3.846154,0,0,96.153846,3.846154,0,1,-1.226543,-0.018463,-0,1,-1.391113,-0.255891,0,1,-1.078413,0.227807,-0,1,-1.27366,-0.091399,0,1,-1.22934,-0.03204,0,1,-1.184636,0.059739,0.999954,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.332,0.236,0.264,0.384,0.176,0.28,0.304,0.288,0.2,0.65617,0.776178,0.771569,0.616039,0.899706,0.782322,0.696173,0.778034,0.873528,0.338793,0.527879,0.472169,0.232049,0.647977,0.439462,0.392194,0.424552,0.599974
